	All non-resistance exons_X	All non-resistance exons_Y	All countries, resistance exons_X	All countries, resistance exons_Y	chromosome 1, non-resistance exons_X	chromosome 1, non-resistance exons_Y	chromosome 2, non-resistance exons_X	chromosome 2, non-resistance exons_Y	chromosome 3, non-resistance exons_X	chromosome 3, non-resistance exons_Y	cox1 gene_X	cox1 gene_Y
SRR11196630	6.11763	3.2932527	6.627562	5.3088617	10.804073	4.5444536	13.477894	5.6188016	11.554393	8.969021	-11.57224	2.0213084
SRR11196631	1.6326905	2.898864	4.797926	8.642873	11.598733	9.579277	11.5555525	4.5589585	9.594492	11.356148	-10.868599	0.37236634
SRR11196632	5.7222853	3.3316152	6.8229647	5.205527	10.634381	5.259923	13.778344	5.905589	11.441842	9.873227	-11.741991	1.0409058
SRR11196633	5.7342978	3.6970694	6.035097	6.196668	10.271649	4.288372	12.257186	5.00542	11.537482	9.598832	-11.757092	1.0069846
SRR11196634	12.285226	5.4056005	9.771397	0.16853254	7.4092226	6.751666	14.080879	8.823513	9.015508	7.437818	-13.324805	0.98044264
SRR11196635	12.8376665	4.787807	10.117493	0.8796503	7.574299	7.0778985	13.448837	10.459948	8.549362	5.5668664	0.48275325	-3.8313484
SRR11196636	13.884121	5.165648	11.407272	0.6140651	7.238856	7.034827	10.773617	6.855799	9.133667	5.317154	-1.7054181	-5.8356786
SRR11196637	12.388745	4.589061	12.830044	0.42539904	7.672371	5.7973595	12.686696	10.188979	9.271792	7.404374	-1.9531951	-6.0972705
SRR11196638	12.334584	4.6865573	12.602429	0.49619594	9.023355	7.28211	13.176064	10.321372	9.264344	7.621287	-1.771703	-5.8934245
SRR11196639	12.33459	4.759159	12.735416	0.4115167	9.078214	7.2088537	12.399978	10.03635	8.968762	7.3825464	0.2612618	-3.439023
SRR11196640	12.280593	4.656728	10.059853	-0.2909404	7.721285	6.403113	13.435012	9.824157	9.748718	6.996505	-14.1930485	1.2107558
SRR11196641	1.7273034	3.0293088	4.852231	8.629118	12.149675	9.677574	10.993205	5.0528836	9.314792	11.743182	-10.8661175	0.5197425
SRR11196642	1.7930586	3.040527	4.887094	8.5938	12.090205	9.7584305	10.50637	5.01379	8.943172	12.202595	-10.8661175	0.5197425
SRR11196643	1.7062976	4.343378	3.8364325	10.654244	10.242128	8.436495	9.231069	6.6509376	8.935912	12.353439	-10.868599	0.37236634
SRR11196644	1.6931235	4.37045	3.8364325	10.654244	10.242128	8.436495	9.665043	6.784159	8.925389	12.358512	-10.868599	0.37236634
SRR11196645	1.8957725	4.198747	5.384311	12.42363	11.431948	8.207852	11.109005	4.4782033	9.261899	11.291792	-10.868599	0.37236634
SRR11196646	1.7126877	4.3356876	3.8146646	10.728514	8.900322	9.3703985	9.732684	6.753968	8.800703	12.214812	-10.868599	0.37236634
SRR11196647	1.6846279	4.364497	3.8217008	10.652199	10.269985	8.450963	9.227816	6.643058	8.827637	12.36365	-10.868599	0.37236634
SRR11196648	1.9879476	3.9961236	5.1319647	10.91895	11.446078	7.8828526	9.373703	6.4582767	8.923934	12.335748	-9.960695	-0.50558954
SRR11196649	1.7539343	4.32005	3.883417	10.782238	8.896447	9.369818	9.694762	6.7805886	8.937472	12.273787	-10.868599	0.37236634
SRR11196650	2.213422	3.5915143	3.7687707	10.614905	11.062415	9.005149	9.466076	5.793794	9.309132	11.675236	-10.868599	0.37236634
SRR11196651	2.0212662	3.8825612	5.195428	12.247333	11.004162	8.673306	9.373703	6.4582767	9.444287	11.42473	-9.960695	-0.50558954
SRR11196652	1.7605557	4.3052034	3.8992429	10.808018	8.896756	9.360247	9.795516	6.8129635	8.741709	12.411996	-10.868599	0.37236634
SRR11196653	12.93422	4.9823494	10.910552	-0.4340823	7.1993213	6.824501	13.435083	10.078824	9.0554085	5.33137	-2.045591	-6.262869
SRR11196654	1.6259704	2.9075336	4.7962704	8.677683	12.031878	9.766236	11.255226	4.5929956	10.039477	11.839728	-10.8661175	0.5197425
SRR11196655	13.011813	4.809607	10.031733	0.8995352	7.488492	6.9949117	13.585417	10.399383	8.549362	5.5668664	0.48275325	-3.8313484
SRR11196656	12.698924	4.886559	11.608949	0.5375541	6.4964848	7.080044	13.380088	9.814548	9.909334	6.8633237	-13.7397995	1.0858897
SRR11196657	12.652224	6.0571833	11.317239	0.3870741	7.0279417	7.286734	12.655905	9.242317	10.629792	5.120105	-1.9462397	-6.0691314
SRR11196658	12.343897	4.6438766	10.481829	0.51083785	7.4975853	6.642024	12.722783	11.229972	9.346368	7.3118925	-2.045591	-6.262869
SRR11196659	12.448026	6.2140603	10.953314	1.2803061	6.9388056	7.309017	10.143577	7.802401	8.782611	7.0869894	-13.531891	1.0048304
SRR11196660	13.101838	5.513865	11.701032	0.68620086	7.2354245	7.29629	12.904555	9.549166	9.959876	6.032645	-10.02774	2.053657
SRR11196661	13.721948	5.0472345	12.020097	0.6718069	7.2429676	4.9553766	12.811858	11.013822	9.308591	5.1666703	0.48275325	-3.8313484
SRR11196662	13.436167	5.8383026	10.806627	-0.25625896	8.28048	7.486033	12.4517	6.057176	10.606652	4.474924	-13.236098	1.0817821
SRR11196663	13.986647	6.642631	9.039575	2.0719025	9.015412	6.399782	13.478253	8.27723	10.884719	4.5827184	-5.179251	4.156286
SRR11196664	13.526329	6.405784	7.05855	4.7129874	5.9930058	5.5856533	13.417192	7.7620935	8.296739	4.86166	-5.0644555	4.028939
SRR11196665	1.5819257	3.0421095	4.890818	8.643845	11.818004	9.897488	11.356214	4.554686	10.058422	11.830885	-10.8661175	0.5197425
SRR11196666	13.735072	6.4351215	8.884947	1.501971	6.176659	5.8122535	13.1019945	8.28254	9.988683	4.706345	-5.092942	4.0657945
SRR11196667	13.994042	5.877488	8.976538	1.5436502	6.200417	5.4796314	13.49234	8.295647	10.965582	4.6143255	-4.9785314	3.9871032
SRR11196668	13.909678	6.6201177	9.463386	2.0473793	9.106002	6.954524	13.439625	7.3928876	10.681718	5.134847	-5.0644555	4.028939
SRR11196669	13.795136	6.4785924	9.297086	2.0971603	6.669418	6.0960774	13.426492	7.28832	10.064534	4.678801	-5.092942	4.0657945
SRR11196670	13.1816025	6.595249	9.316473	1.3780795	6.496893	6.960314	13.759114	8.068769	10.4333105	5.9536734	-5.1613607	4.237646
SRR11196671	13.711006	6.6861157	6.4723034	4.9720244	6.392915	6.252181	14.222601	8.945275	9.870341	4.805959	-5.092942	4.0657945
SRR11196672	13.638476	6.659758	9.121766	2.008592	6.4609494	6.007777	13.775899	8.087434	10.369494	7.4051266	-5.092942	4.0657945
SRR11196673	13.255509	6.513761	7.125076	4.74544	6.4556537	7.042958	13.612572	8.43074	9.865739	6.8629947	-5.092942	4.0657945
SRR11196674	13.67441	6.6464195	9.442051	2.047765	6.5400577	6.01411	13.353521	7.8482804	8.545507	5.5845175	-5.276493	4.182027
SRR11196675	13.432838	6.3351974	9.242459	1.967205	6.500511	6.2550807	13.30399	7.9602046	9.674441	4.9976997	-5.092942	4.0657945
SRR11196676	1.7000558	2.9372945	4.933216	8.483537	11.174113	9.719181	10.7896805	4.9651685	9.162715	12.035076	-10.962918	0.30718824
SRR11196677	13.34711	6.8432016	10.941409	1.1495374	8.779008	6.235414	13.729535	7.911534	9.415845	4.748231	-5.092942	4.0657945
SRR11196678	13.91328	6.596337	9.308119	1.9908198	9.059447	6.424313	14.066242	8.854848	10.302796	4.881322	-5.092942	4.0657945
SRR11196679	13.307502	6.8118744	9.251645	1.8468139	8.848049	6.209719	13.453248	7.680554	10.9587	8.112352	-5.092942	4.0657945
SRR11196680	13.6150875	6.728487	7.047998	5.302028	6.0566716	5.0876513	14.028875	8.65894	10.909787	7.8270383	-5.092942	4.0657945
SRR11196681	1.7101433	2.9612505	4.933575	8.360787	11.853186	9.572371	11.231504	4.629959	9.969794	11.569103	-10.8661175	0.5197425
SRR11196682	1.641156	2.9004323	4.8019986	8.634161	11.83452	9.722363	11.590295	4.5641294	10.072781	11.874704	-10.8661175	0.5197425
SRR11196683	1.6535112	2.9837253	4.768592	8.733555	11.608032	9.769532	11.516803	4.6897035	9.733762	11.3576	-10.8661175	0.5197425
SRR11196684	1.6771675	2.9483724	4.8463297	8.758188	11.385434	9.678605	11.579108	4.5299892	10.052456	11.834057	-10.8661175	0.5197425
SRR11196685	1.6157134	2.9127748	4.8675776	8.679761	12.085371	9.744247	11.549936	4.8281775	9.115683	11.053294	-10.8661175	0.5197425
SRR11196686	1.7126292	2.9122565	4.839573	8.651462	11.855278	9.742623	11.551668	4.614144	9.982621	11.703213	-10.8661175	0.5197425
SRR11196687	1.6017061	2.9304872	4.7962704	8.677683	11.787363	9.900104	11.220773	4.5734715	10.029695	11.821682	-10.8661175	0.5197425
SRR11196688	1.6569499	2.9244785	4.9525642	8.56268	12.0343895	9.734309	11.086601	4.7037325	10.025706	11.8196125	-10.8661175	0.5197425
SRR11237929	3.5916204	4.1104684	6.239781	12.085929	10.327517	8.00593	11.887676	7.102108	8.047611	10.211641	-9.694024	-1.6784494
SRR11237930	2.9680395	3.8225682	6.041941	12.317169	10.565699	7.3729424	10.7202425	6.4323516	8.774682	8.383069	-10.723133	-0.2460199
SRR11237931	3.253605	3.620625	6.10566	12.500139	10.791189	7.456209	10.540173	6.1448593	8.521759	10.7019005	-9.960695	-0.50558954
SRR11237933	3.9120126	5.377562	6.022836	12.682616	11.414096	7.5921283	11.68454	8.696357	8.10311	11.999497	-9.570245	-0.26460704
SRR11237935	2.9020367	3.6671233	5.435584	11.317933	9.68803	7.955398	10.693191	6.50716	8.598594	11.15103	-10.342513	0.0723878
SRR11237936	3.572402	3.6902962	5.796152	12.562791	10.381482	7.4413295	10.734721	6.453269	7.9921236	11.866742	-10.1494255	-0.46248975
SRR11237937	3.6005714	3.8179011	6.066981	12.399754	10.356317	7.422161	11.25745	6.545671	7.959329	11.831151	-9.960695	-0.50558954
SRR11237938	3.5891352	3.6914258	5.5137563	12.662596	10.677159	6.8804193	10.704562	6.3725767	8.005508	11.901491	-10.17713	-0.35704625
SRR11237939	3.4306672	3.7429457	5.5782437	12.503478	10.725047	7.117221	10.684669	6.3605285	8.75797	10.636029	-11.245284	-0.08347184
SRR11237940	3.0046463	3.6719952	5.325795	11.309345	9.677973	7.820274	10.705368	6.5836806	9.731324	9.081207	-10.766597	-0.28232127
SRR11237941	4.0131006	3.9108336	5.960014	12.353933	11.756796	9.582593	10.264691	5.713126	9.218629	7.737483	-9.967654	-0.43372682
SRR11237942	2.3392813	3.6314085	5.59453	12.481974	11.010756	8.45603	10.379422	6.191095	9.327597	11.92185	-10.139191	-0.60774904
SRR11237944	3.8360507	5.3806987	6.241229	11.951855	11.481163	7.658514	12.672882	9.537186	8.140552	12.038251	-9.570245	-0.26460704
SRR11237945	3.3636892	3.945573	5.9956965	12.065333	9.729803	8.005821	12.431462	8.474571	8.246101	10.714533	-9.960695	-0.50558954
SRR11237948	4.07416	3.9343202	5.607501	12.626217	10.280327	7.484769	11.963561	7.024415	8.042728	10.001265	-9.960695	-0.50558954
SRR11237949	3.8064642	3.9356954	5.527814	12.547696	10.255439	8.06306	11.970138	7.1305523	8.4039755	10.480366	-10.722791	0.008756051
SRR11237950	2.818264	3.4099042	6.0230684	12.404996	11.176753	9.637025	10.427663	5.5601344	9.00211	10.329564	-9.77492	-0.7073191
SRR11237952	3.3674893	4.898766	3.9514863	10.825267	11.333705	8.399361	10.439736	6.978339	10.036299	11.838557	-9.570245	-0.26460704
SRR11237954	3.165307	3.7532184	6.0525823	12.323416	10.440041	8.012583	10.488343	6.8589916	8.811295	10.740749	-9.570245	-0.26460704
SRR11237955	3.3481288	3.694485	4.236179	11.518248	10.341064	8.349382	10.578581	6.3559327	9.504939	9.561091	-9.570245	-0.26460704
SRR11237958	3.814793	4.187246	4.840162	11.776218	9.43777	8.6089115	11.940222	7.2695656	9.866088	9.125165	-11.1688595	-0.42079878
SRR11237959	3.4270453	3.613145	5.702213	11.408507	10.22195	7.63533	9.6336775	5.825559	9.269468	9.910264	-10.722791	0.008756051
SRR11237960	3.923999	5.283704	5.5521946	12.564917	11.421328	8.035082	10.350209	6.426859	9.207726	7.800417	-9.570245	-0.26460704
SRR11237961	2.977175	3.6295927	4.9465027	11.957207	9.906424	7.732594	10.978774	6.755142	10.011998	11.828052	-9.816703	0.21539934
SRR11237963	3.59239	4.2255774	4.236731	11.395261	10.9397545	9.490397	12.073185	7.626623	8.592141	10.260815	-10.025188	-0.18689045
SRR11237964	2.8905718	3.6144292	6.303573	12.525273	9.986337	8.126459	10.124112	6.159014	10.168031	9.510796	-10.03155	0.17226247
SRR11237965	4.032954	4.2779636	5.7199783	11.485278	9.2897415	8.59827	9.683751	7.5737476	10.1812725	7.8820567	-9.570245	-0.26460704
SRR11237966	4.1584945	4.168378	5.6492157	11.503858	8.99308	8.635801	11.961425	7.3981466	10.210426	7.898121	-9.570245	-0.26460704
SRR11237971	3.7321367	5.3876653	6.283607	11.907742	11.418444	7.7627745	12.014032	8.868011	8.112643	12.071738	-9.570245	-0.26460704
SRR11237972	3.650311	5.2438436	5.585579	12.689418	11.401409	7.811156	13.469236	7.798168	8.122455	12.037586	-9.570245	-0.26460704
SRR11237975	3.738413	4.8891015	6.0131845	11.804642	11.61336	7.940784	11.133378	8.653968	7.961246	10.051593	-9.960695	-0.50558954
SRR11237977	4.9258165	4.187736	6.1324353	12.398615	10.653329	7.050465	10.10978	7.6434555	8.996587	8.886107	-9.512531	-0.28006887
SRR11237978	4.003573	4.7137704	6.1774373	11.884932	11.600117	7.6873264	11.265586	7.835003	10.326298	8.853013	-9.769027	-1.6667159
SRR11237981	3.969796	4.914246	4.245822	11.47039	11.144668	7.6984534	12.237544	9.646619	9.822245	9.136314	-9.9443445	0.04003134
SRR11237982	4.023892	5.1457267	5.148479	12.15771	11.510173	7.6145277	9.665564	7.55813	9.747588	9.262112	-9.973091	-0.22528173
SRR11237985	3.1574774	3.671454	4.2878346	11.513187	9.9742155	7.8133955	12.121138	9.330954	8.534462	10.623294	-9.960695	-0.50558954
SRR11237986	3.2814538	4.5759654	5.6909585	11.438423	9.022359	8.873419	11.897624	7.0600834	8.449915	11.096351	-10.722791	0.008756051
SRR11237987	3.4211638	4.5748534	4.1269627	11.112554	10.869482	6.9999385	11.697827	7.5337954	8.094666	10.1037655	-9.570245	-0.26460704
SRR11237988	4.386326	3.924044	5.7937984	11.512902	11.541947	7.6164713	10.483952	5.570274	10.149581	9.022659	-10.05747	0.09175016
SRR11237989	3.9168406	4.4940453	5.8986807	12.706751	11.041587	7.3970814	11.885692	7.3367066	9.505573	8.423149	-9.514124	-0.28798014
SRR11237991	3.9294984	4.8317604	6.294766	11.889385	11.616321	7.763443	12.21678	7.163662	9.718665	9.009148	-9.750102	-1.5139601
SRR11237992	3.527785	5.198377	6.0062838	12.535881	11.2655525	8.064285	12.002634	8.016793	7.991179	9.991405	-9.71428	0.014488245
SRR11237997	3.5440128	4.1803975	5.5843596	11.267625	10.474836	6.261266	12.40266	7.7193055	8.781472	10.014496	-9.570245	-0.26460704
SRR11237998	3.0992446	3.826192	5.8038964	11.523532	10.480818	6.7094755	10.37615	7.6139135	8.663172	10.215898	-9.570245	-0.26460704
SRR11237999	3.2313526	3.025601	4.129006	11.282191	9.306265	8.849943	10.349095	5.2596393	8.512688	11.205818	-10.722791	0.008756051
SRR11238002	3.3863797	4.123534	6.150451	11.960006	10.105791	7.4502063	12.124404	6.67981	7.722253	10.027158	-9.38128	-0.44245324
SRR11238003	3.6960704	5.349606	5.80024	12.730594	11.494021	7.6759872	12.24734	8.701953	8.069916	12.086029	-9.570245	-0.26460704
SRR11238004	3.948249	4.0099854	6.099711	12.081524	10.384822	7.9794087	11.786276	6.7377563	9.594532	7.483091	-10.405602	0.06005242
SRR11238006	3.7090797	4.154493	5.882409	12.166561	11.486612	9.757285	13.15211	7.083628	8.481637	9.725782	-10.581608	0.21764454
SRR11238007	3.1838937	3.874367	5.9000874	12.510968	11.066876	9.657433	10.889055	6.703902	8.678189	10.745867	-9.960695	-0.50558954
SRR11238008	3.2797909	3.148158	6.1458526	12.565185	10.637726	8.611081	10.160977	6.3813148	8.79705	11.773661	-10.086503	-0.30271643
SRR11238009	3.800485	5.3169456	5.85664	12.528555	11.463063	7.807353	12.081937	7.414805	8.176153	12.017502	-9.94162	-0.7281092
SRR11238010	3.7652702	4.982319	5.9575906	12.457202	11.614131	7.605169	12.831505	9.3881445	7.817065	10.105376	-10.40556	0.12835285
SRR11238011	3.7279012	4.9477196	5.7712865	11.587747	11.686375	7.818646	12.725263	9.558517	7.8080745	10.113638	-9.9794	-1.2597333
SRR11238014	3.8542705	5.4018393	6.271433	11.923165	11.412309	7.9863205	12.601328	9.486335	8.126944	12.044513	-9.570245	-0.26460704
SRR11238015	4.1641083	5.0280976	3.8010705	10.9427185	11.275977	7.6002755	9.853986	7.012781	9.837237	8.825745	-9.960695	-0.50558954
SRR11238017	4.110248	5.010895	5.3795285	12.4277525	11.474579	7.9193735	9.737412	7.313358	7.829957	10.136905	-9.47061	-1.4083314
SRR11238018	4.183541	5.024694	4.3170705	11.472721	11.395919	7.5983152	9.725047	7.377747	10.344464	8.859408	-9.582448	-0.67703754
SRR11238019	4.2288623	5.0331783	4.263165	11.454241	11.384527	7.543915	9.749876	7.2895045	10.363632	8.837569	-9.960695	-0.50558954
SRR11238020	3.623252	5.0288477	5.974296	11.729366	11.697897	7.8629084	11.48145	8.702682	8.490389	9.326284	-10.048283	-0.6353914
SRR11238022	3.9672174	4.6640835	5.381775	11.23537	11.135116	7.5438185	10.093286	7.5586033	9.811695	9.1739645	-10.146973	-0.06927117
SRR14196803	2.7451742	3.3956845	4.394229	10.451367	10.655033	8.684503	10.741242	5.252382	9.184065	11.809621	-10.8731	0.38471696
SRR14196805	2.9606059	3.3329067	5.0203786	8.485755	9.445969	8.2308	10.463834	4.907363	9.5889225	11.310222	-10.8731	0.38471696
SRR14196806	3.1977777	3.610683	5.840651	8.149573	9.4182625	7.8419642	10.6582985	5.220552	10.122211	9.719214	-10.8731	0.38471696
SRR14196807	3.1053078	3.635109	5.8407507	8.162119	9.387873	8.114277	10.622603	5.1968117	10.060763	9.874049	-10.8731	0.38471696
SRR14196811	2.7599227	3.5262017	5.1688814	9.019983	9.8748665	7.9886794	10.8522215	5.496263	9.094802	11.701703	-10.8731	0.38471696
SRR14333858	4.0413322	4.981345	5.7039146	11.423014	11.121077	7.7569118	9.751739	7.3961034	9.825914	9.145469	-10.17863	-0.84790224
SRR14333859	3.479431	4.814197	5.6458893	11.397872	11.1159	7.132169	11.991556	7.0843964	7.9137635	10.101545	-10.054674	-0.93112314
SRR14333860	3.8711498	4.3912034	4.236162	11.401818	10.920175	8.736991	9.42147	5.8232775	9.845947	9.200327	-10.241979	-1.4867219
SRR14333862	3.1897025	3.7199397	4.316768	10.6573	9.017474	8.812403	9.887735	7.519259	9.167533	11.442244	-11.173928	-1.1788673
SRR14333863	2.894187	3.4007788	4.2390404	10.647952	9.186041	8.086863	10.410373	4.8742056	9.550523	11.24476	-10.42564	-1.255258
SRR14333870	3.461153	3.7550979	4.361487	11.445213	10.571454	7.2327356	10.803947	5.0863075	8.867172	10.876459	-10.56665	-0.5196295
SRR14333871	3.485266	3.8842359	4.413881	10.839409	10.554271	7.256604	9.714438	6.800199	9.474465	10.569758	-10.716561	-0.7492425
SRR14333873	3.7944858	3.4647062	3.9208257	10.749167	9.848126	7.8963294	10.752581	6.576357	8.60939	9.368616	-8.577204	-0.54313195
SRR14333876	3.6832252	3.3873765	3.8552575	10.88176	10.011338	7.966429	12.327936	5.8142138	8.941287	11.265048	-8.559876	-0.4045485
SRR14333877	3.3297453	3.4660428	4.2224092	10.7029705	9.816975	8.448625	11.493714	5.27945	8.964193	10.206036	-11.209253	-0.2202023
SRR14333878	3.3931935	3.34932	3.8809018	10.82887	9.022028	8.798537	11.941845	4.834018	9.041328	10.893086	-11.181703	0.043021996
SRR14333879	2.905809	3.3276508	4.6005125	11.38589	9.155751	8.615297	10.738787	5.2558913	9.234605	11.321289	-8.256105	-0.60708684
SRR14333880	2.8821535	4.527832	4.2023993	10.7157755	9.797112	7.4525743	11.188572	6.5106287	8.375778	10.551082	-10.166716	-0.9427442
SRR14333881	3.1114943	3.4624164	4.496345	11.398467	11.892367	9.388142	11.453325	4.9993515	8.748049	10.949459	-8.365034	-0.55011505
SRR14333887	3.4518473	4.567808	6.037413	12.389217	11.006173	7.1273904	9.807094	7.4933667	8.149613	10.359476	-10.814767	-0.107702896
SRR14333890	3.3900683	4.536254	6.042086	12.461731	10.737453	6.9739075	11.399442	8.495832	7.975688	10.24016	-10.676058	-1.3336926
SRR14333891	3.2182178	4.7413845	6.2261796	11.965143	10.286518	8.366172	10.655249	7.1770554	8.375027	9.58882	-9.758886	-0.9781086
SRR5519646	3.4598045	3.3348942	4.0343485	10.554656	8.976371	8.773579	11.607797	4.9456005	8.887764	10.743377	-10.868599	0.37236634
SRR5562752	3.5311897	5.185697	5.652814	11.860071	11.147388	7.6926684	11.627259	8.539417	7.7694	10.000311	-9.570245	-0.26460704
SRR5562853	3.3143737	4.4419127	6.010572	12.050854	10.918229	7.4975543	11.95655	7.1172137	8.521365	12.009374	-9.960695	-0.50558954
SRR5562854	3.5569232	4.978176	5.6094112	11.834506	11.997574	8.753085	9.681712	6.8128986	9.005034	8.908887	-13.674068	0.71077657
SRR5562856	4.072038	4.711917	6.1636124	11.941718	11.188082	7.502181	9.386311	5.74667	9.766371	9.088797	-9.960695	-0.50558954
SRR5562858	3.3216987	4.996158	6.1485343	11.939939	11.2659855	8.443929	11.751418	7.6078897	9.636466	9.314929	-10.021274	0.31376836
SRR5562860	3.6283793	3.6774848	4.3643446	11.216851	9.212194	8.51374	12.423893	6.105254	8.665804	9.657879	-9.570245	-0.26460704
SRR5562864	3.0295923	5.1177826	5.7856336	6.985407	11.490182	8.501488	11.360356	8.523807	8.345537	10.45617	-9.735554	0.0686895
SRR5562865	2.2815611	4.3275642	4.947279	11.480383	10.165289	7.9797764	11.867629	5.506494	9.27614	11.768544	-10.722791	0.008756051
SRR5562866	3.140192	3.7277021	5.647771	12.444876	9.937613	8.025386	10.68421	6.4617944	8.70442	7.579277	-12.459847	1.0301694
SRR5562868	3.422819	3.7591736	4.204582	11.369236	10.188972	8.147207	12.038418	7.5073376	8.505657	11.089705	-10.722791	0.008756051
SRR5562869	3.273014	3.9461985	5.9416327	12.309717	9.650206	7.862124	11.503136	5.268394	8.450512	10.51465	-9.960695	-0.50558954
SRR5562871	2.05493	4.1386876	6.056367	12.61284	9.275678	8.635657	10.5583515	6.647655	9.828493	10.099435	-10.40587	0.8361016
SRR5562872	2.0857406	4.334502	4.9062176	11.433089	9.380383	7.8776565	11.760614	5.520039	9.083847	11.615601	-10.722791	0.008756051
SRR5562873	2.8838136	4.6669407	4.3407526	11.164358	10.673031	7.5111427	12.6875725	7.723351	8.280641	10.150381	-13.958349	1.1400297
SRR5562875	3.0716257	4.3251143	4.2094674	11.528567	12.141699	9.260058	12.9013195	6.4462786	8.463216	9.622869	-10.460022	-0.6000817
SRR5562876	3.1472018	4.3877783	4.1366863	11.556426	12.114072	9.206713	13.700412	11.037783	8.46017	9.663433	-10.93772	0.11101566
SRR5562877	3.4539843	3.3236215	4.0032415	10.657641	9.022479	8.780119	12.292381	5.03101	8.820118	10.747726	-10.868599	0.37236634
SRR5562878	3.8718464	4.8427734	4.053591	11.157179	11.173935	7.480747	12.142756	7.2545	9.757033	8.873695	-10.538214	-0.2751
SRR5562879	3.8866208	4.493168	4.2200646	11.452456	10.8218	7.1859493	9.778179	7.444386	9.821749	9.215793	-9.570245	-0.26460704
SRR6313629	2.289197	3.0466552	5.1588745	8.263754	11.099048	9.115431	10.55793	5.114163	9.596749	11.482319	-10.710933	0.72397166
SRR6313630	3.2879577	3.4193523	8.745985	1.6133878	9.293617	8.154858	11.3735895	7.667118	10.4422455	9.375313	-1.9752451	-6.1886473
SRR6313631	2.9913387	3.4859827	5.666515	11.461792	11.038767	8.448413	9.791996	7.0472918	8.135304	10.158948	-9.570245	-0.26460704
SRR6313632	3.0498786	3.3476777	5.797388	7.703695	9.26594	8.183874	10.31671	5.0568895	9.370599	11.381092	-10.868599	0.37236634
SRR9959076	-8.646745	-3.645627	-4.246692	5.353589	-7.866378	7.784585	-7.0440702	4.3231955	3.3860552	10.752963	-10.819704	0.4667971
SRR9959082	-8.646706	-3.6456153	-4.246728	5.3535776	-7.8663716	7.7845864	-7.048898	4.328026	3.410739	10.741832	-10.690387	1.8220074
SRR9959083	-8.646661	-3.6456108	-4.2467265	5.353576	-7.8663754	7.7845864	-7.0518517	4.3310027	3.4069035	10.741622	-10.868599	0.37236634
